origin,destination,distance_meters,duration_walking_sec,duration_walking_min,duration_public_transport_sec,duration_public_transport_min
Messe                                              , Maria-Theresien-Platz                              ,4676,3862,65,,
Messe                                              , Blumengärten Hirschstetten                         ,8204,6791,114,,
Messe                                              , Palais Liechtenstein                               ,4371,3678,62,,
Messe                                              , Belvedere                                          ,4492,3799,64,,
Messe                                              , Karlsplatz                                         ,4314,3655,61,,
Messe                                              , Altwiener Christkindlmarkt                         ,3932,3333,56,,
Messe                                              , Biobauern-Adventmarkt                              ,5900,5002,84,,
Messe                                              , Rathaus                                            ,4671,3969,67,,
Messe                                              , Schönbrunn                                         ,10599,9059,151,,
Messe                                              , Prater / Riesenrad                                 ,1227,993,17,,
Messe                                              , Mittelalterlicher Adventmarkt                      ,5900,5002,84,,
Messe                                              , Weihnachtsmarkt am Michaelerplatz                  ,4170,3420,57,,
Messe                                              , Schloss Wilhelminenberg                            ,10173,9149,153,,
Messe                                              , Advent in der Stallburg                            ,4200,3447,58,,
Messe                                              , Adventmarkt Mariahilf                              ,5694,4889,82,,
Messe                                              , IKEA Westbahnhof                                   ,7037,6032,101,,
Messe                                              , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),5610,4607,77,,
Messe                                              , Adventmark Verkehrsmuseum Remise                   ,3209,2585,44,,
Messe                                              , Weihnacht im Wald                                  ,6631,5594,94,,
Messe                                              , Adventmarkt Favoriten                              ,5900,5002,84,,
Messe                                              , Winterzauber im Böhmischen Prater                  ,7682,6600,110,,
Messe                                              , Adventmarkt Meidling                               ,5900,5002,84,,
Messe                                              , Ottakringer Weihnachtszauber                       ,8547,7406,124,,
Messe                                              , Adventmarkt im Schloss Neugebäude                  ,8739,7126,119,,
Altwiener Christkindlmarkt                         , MQ                                                 ,1218,1055,18,,
Altwiener Christkindlmarkt                         , Altes AKH                                          ,1236,1087,19,,
Altwiener Christkindlmarkt                         , Am Hof                                             ,281,234,4,,
Altwiener Christkindlmarkt                         , Spittelberg                                        ,1282,1112,19,,
Altwiener Christkindlmarkt                         , Stephansplatz                                      ,781,629,11,,
Altwiener Christkindlmarkt                         , Opera                                              ,5759,4826,81,,
Altwiener Christkindlmarkt                         , Türkenschanzpark                                   ,3927,3487,59,,
Altwiener Christkindlmarkt                         , Maria-Theresien-Platz                              ,958,810,14,,
Altwiener Christkindlmarkt                         , Blumengärten Hirschstetten                         ,10692,8895,149,,
Altwiener Christkindlmarkt                         , Palais Liechtenstein                               ,1502,1244,21,,
Altwiener Christkindlmarkt                         , Belvedere                                          ,2859,2429,41,,
Altwiener Christkindlmarkt                         , Karlsplatz                                         ,1562,1292,22,,
Altwiener Christkindlmarkt                         , Messe                                              ,3932,3255,55,,
Altwiener Christkindlmarkt                         , Biobauern-Adventmarkt                              ,2993,2530,43,,
Altwiener Christkindlmarkt                         , Rathaus                                            ,739,636,11,,
Altwiener Christkindlmarkt                         , Schönbrunn                                         ,7222,6136,103,,
Altwiener Christkindlmarkt                         , Prater / Riesenrad                                 ,2913,2401,41,,
Altwiener Christkindlmarkt                         , Mittelalterlicher Adventmarkt                      ,2993,2530,43,,
Altwiener Christkindlmarkt                         , Weihnachtsmarkt am Michaelerplatz                  ,449,369,7,,
Altwiener Christkindlmarkt                         , Schloss Wilhelminenberg                            ,6496,5983,100,,
Altwiener Christkindlmarkt                         , Advent in der Stallburg                            ,572,472,8,,
Altwiener Christkindlmarkt                         , Adventmarkt Mariahilf                              ,2110,1820,31,,
Altwiener Christkindlmarkt                         , IKEA Westbahnhof                                   ,3452,2963,50,,
Altwiener Christkindlmarkt                         , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),6486,5410,91,,
Altwiener Christkindlmarkt                         , Adventmark Verkehrsmuseum Remise                   ,3879,3192,54,,
Altwiener Christkindlmarkt                         , Weihnacht im Wald                                  ,3411,2849,48,,
Altwiener Christkindlmarkt                         , Adventmarkt Favoriten                              ,2993,2530,43,,
Altwiener Christkindlmarkt                         , Winterzauber im Böhmischen Prater                  ,6379,5445,91,,
Altwiener Christkindlmarkt                         , Adventmarkt Meidling                               ,2993,2530,43,,
Altwiener Christkindlmarkt                         , Ottakringer Weihnachtszauber                       ,4671,4058,68,,
Altwiener Christkindlmarkt                         , Adventmarkt im Schloss Neugebäude                  ,8810,7208,121,,
Biobauern-Adventmarkt                              , MQ                                                 ,1928,1627,28,,
Biobauern-Adventmarkt                              , Altes AKH                                          ,3741,3154,53,,
Biobauern-Adventmarkt                              , Am Hof                                             ,2954,2462,42,,
Biobauern-Adventmarkt                              , Spittelberg                                        ,2146,1813,31,,
Biobauern-Adventmarkt                              , Stephansplatz                                      ,2786,2296,39,,
Biobauern-Adventmarkt                              , Opera                                              ,4653,3937,66,,
Biobauern-Adventmarkt                              , Türkenschanzpark                                   ,6638,5725,96,,
Biobauern-Adventmarkt                              , Maria-Theresien-Platz                              ,2144,1821,31,,
Biobauern-Adventmarkt                              , Blumengärten Hirschstetten                         ,12673,10592,177,,
Biobauern-Adventmarkt                              , Palais Liechtenstein                               ,4424,3680,62,,
Biobauern-Adventmarkt                              , Belvedere                                          ,1929,1655,28,,
Biobauern-Adventmarkt                              , Karlsplatz                                         ,1741,1417,24,,
Biobauern-Adventmarkt                              , Messe                                              ,5899,4925,83,,
Biobauern-Adventmarkt                              , Altwiener Christkindlmarkt                         ,2993,2498,42,,
Biobauern-Adventmarkt                              , Rathaus                                            ,3121,2613,44,,
Biobauern-Adventmarkt                              , Schönbrunn                                         ,4936,4250,71,,
Biobauern-Adventmarkt                              , Prater / Riesenrad                                 ,4633,3863,65,,
Biobauern-Adventmarkt                              , Mittelalterlicher Adventmarkt                      ,0,0,0,,
Biobauern-Adventmarkt                              , Weihnachtsmarkt am Michaelerplatz                  ,2536,2127,36,,
Biobauern-Adventmarkt                              , Schloss Wilhelminenberg                            ,7669,6954,116,,
Biobauern-Adventmarkt                              , Advent in der Stallburg                            ,2422,2039,34,,
Biobauern-Adventmarkt                              , Adventmarkt Mariahilf                              ,1559,1365,23,,
Biobauern-Adventmarkt                              , IKEA Westbahnhof                                   ,2345,2054,35,,
Biobauern-Adventmarkt                              , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9385,7770,130,,
Biobauern-Adventmarkt                              , Adventmark Verkehrsmuseum Remise                   ,4503,3712,62,,
Biobauern-Adventmarkt                              , Weihnacht im Wald                                  ,1171,968,17,,
Biobauern-Adventmarkt                              , Adventmarkt Favoriten                              ,0,0,0,,
Biobauern-Adventmarkt                              , Winterzauber im Böhmischen Prater                  ,4563,3994,67,,
Biobauern-Adventmarkt                              , Adventmarkt Meidling                               ,0,0,0,,
Biobauern-Adventmarkt                              , Ottakringer Weihnachtszauber                       ,5648,4853,81,,
Biobauern-Adventmarkt                              , Adventmarkt im Schloss Neugebäude                  ,8054,6624,111,,
Rathaus                                            , MQ                                                 ,869,751,13,,
Rathaus                                            , Altes AKH                                          ,852,734,13,,
Rathaus                                            , Am Hof                                             ,1037,843,15,,
Rathaus                                            , Spittelberg                                        ,933,808,14,,
Rathaus                                            , Stephansplatz                                      ,1537,1236,21,,
Rathaus                                            , Opera                                              ,5309,4460,75,,
Rathaus                                            , Türkenschanzpark                                   ,3937,3456,58,,
Rathaus                                            , Maria-Theresien-Platz                              ,687,567,10,,
Rathaus                                            , Blumengärten Hirschstetten                         ,11448,9504,159,,
Rathaus                                            , Palais Liechtenstein                               ,1514,1221,21,,
Rathaus                                            , Belvedere                                          ,3224,2699,45,,
Rathaus                                            , Karlsplatz                                         ,1774,1441,25,,
Rathaus                                            , Messe                                              ,4688,3864,65,,
Rathaus                                            , Altwiener Christkindlmarkt                         ,756,609,11,,
Rathaus                                            , Biobauern-Adventmarkt                              ,3121,2602,44,,
Rathaus                                            , Schönbrunn                                         ,6845,5732,96,,
Rathaus                                            , Prater / Riesenrad                                 ,3669,3010,51,,
Rathaus                                            , Mittelalterlicher Adventmarkt                      ,3121,2602,44,,
Rathaus                                            , Weihnachtsmarkt am Michaelerplatz                  ,1044,830,14,,
Rathaus                                            , Schloss Wilhelminenberg                            ,5995,5537,93,,
Rathaus                                            , Advent in der Stallburg                            ,1158,926,16,,
Rathaus                                            , Adventmarkt Mariahilf                              ,1755,1504,26,,
Rathaus                                            , IKEA Westbahnhof                                   ,3026,2616,44,,
Rathaus                                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),6694,5583,94,,
Rathaus                                            , Adventmark Verkehrsmuseum Remise                   ,4636,3799,64,,
Rathaus                                            , Weihnacht im Wald                                  ,3087,2556,43,,
Rathaus                                            , Adventmarkt Favoriten                              ,3121,2602,44,,
Rathaus                                            , Winterzauber im Böhmischen Prater                  ,6744,5715,96,,
Rathaus                                            , Adventmarkt Meidling                               ,3121,2602,44,,
Rathaus                                            , Ottakringer Weihnachtszauber                       ,4170,3612,61,,
Rathaus                                            , Adventmarkt im Schloss Neugebäude                  ,9150,7495,125,,
Schönbrunn                                         , MQ                                                 ,5747,4761,80,,
Schönbrunn                                         , Altes AKH                                          ,6975,5749,96,,
Schönbrunn                                         , Am Hof                                             ,7215,5950,100,,
Schönbrunn                                         , Spittelberg                                        ,5943,4934,83,,
Schönbrunn                                         , Stephansplatz                                      ,7260,6021,101,,
Schönbrunn                                         , Opera                                              ,1555,1260,21,,
Schönbrunn                                         , Türkenschanzpark                                   ,7869,6610,111,,
Schönbrunn                                         , Maria-Theresien-Platz                              ,6001,4981,84,,
Schönbrunn                                         , Blumengärten Hirschstetten                         ,17328,14458,241,,
Schönbrunn                                         , Palais Liechtenstein                               ,8150,6746,113,,
Schönbrunn                                         , Belvedere                                          ,6677,5546,93,,
Schönbrunn                                         , Karlsplatz                                         ,6297,5205,87,,
Schönbrunn                                         , Messe                                              ,10554,8791,147,,
Schönbrunn                                         , Altwiener Christkindlmarkt                         ,7222,5960,100,,
Schönbrunn                                         , Biobauern-Adventmarkt                              ,4936,4112,69,,
Schönbrunn                                         , Rathaus                                            ,6796,5667,95,,
Schönbrunn                                         , Prater / Riesenrad                                 ,9397,7786,130,,
Schönbrunn                                         , Mittelalterlicher Adventmarkt                      ,4936,4112,69,,
Schönbrunn                                         , Weihnachtsmarkt am Michaelerplatz                  ,6780,5602,94,,
Schönbrunn                                         , Schloss Wilhelminenberg                            ,6551,5890,99,,
Schönbrunn                                         , Advent in der Stallburg                            ,6809,5631,94,,
Schönbrunn                                         , Adventmarkt Mariahilf                              ,5112,4284,72,,
Schönbrunn                                         , IKEA Westbahnhof                                   ,3986,3383,57,,
Schönbrunn                                         , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),13357,11060,185,,
Schönbrunn                                         , Adventmark Verkehrsmuseum Remise                   ,9209,7621,128,,
Schönbrunn                                         , Weihnacht im Wald                                  ,3960,3295,55,,
Schönbrunn                                         , Adventmarkt Favoriten                              ,4936,4112,69,,
Schönbrunn                                         , Winterzauber im Böhmischen Prater                  ,8072,6847,115,,
Schönbrunn                                         , Adventmarkt Meidling                               ,4936,4112,69,,
Schönbrunn                                         , Ottakringer Weihnachtszauber                       ,4541,3816,64,,
Schönbrunn                                         , Adventmarkt im Schloss Neugebäude                  ,11681,9583,160,,
Prater / Riesenrad                                 , MQ                                                 ,3901,3347,56,,
Prater / Riesenrad                                 , Altes AKH                                          ,3878,3345,56,,
Prater / Riesenrad                                 , Am Hof                                             ,2706,2294,39,,
Prater / Riesenrad                                 , Spittelberg                                        ,3994,3413,57,,
Prater / Riesenrad                                 , Stephansplatz                                      ,2382,2025,34,,
Prater / Riesenrad                                 , Opera                                              ,8374,7074,118,,
Prater / Riesenrad                                 , Türkenschanzpark                                   ,5876,5200,87,,
Prater / Riesenrad                                 , Maria-Theresien-Platz                              ,3421,2904,49,,
Prater / Riesenrad                                 , Blumengärten Hirschstetten                         ,8346,6994,117,,
Prater / Riesenrad                                 , Palais Liechtenstein                               ,3347,2801,47,,
Prater / Riesenrad                                 , Belvedere                                          ,3536,3054,51,,
Prater / Riesenrad                                 , Karlsplatz                                         ,3156,2664,45,,
Prater / Riesenrad                                 , Messe                                              ,1227,990,17,,
Prater / Riesenrad                                 , Altwiener Christkindlmarkt                         ,2913,2458,41,,
Prater / Riesenrad                                 , Biobauern-Adventmarkt                              ,4622,3982,67,,
Prater / Riesenrad                                 , Rathaus                                            ,3652,3094,52,,
Prater / Riesenrad                                 , Schönbrunn                                         ,9441,8068,135,,
Prater / Riesenrad                                 , Mittelalterlicher Adventmarkt                      ,4622,3982,67,,
Prater / Riesenrad                                 , Weihnachtsmarkt am Michaelerplatz                  ,2915,2462,42,,
Prater / Riesenrad                                 , Schloss Wilhelminenberg                            ,9149,8273,138,,
Prater / Riesenrad                                 , Advent in der Stallburg                            ,2945,2489,42,,
Prater / Riesenrad                                 , Adventmarkt Mariahilf                              ,4536,3900,65,,
Prater / Riesenrad                                 , IKEA Westbahnhof                                   ,5878,5043,85,,
Prater / Riesenrad                                 , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),5766,4745,80,,
Prater / Riesenrad                                 , Adventmark Verkehrsmuseum Remise                   ,2867,2364,40,,
Prater / Riesenrad                                 , Weihnacht im Wald                                  ,5473,4603,77,,
Prater / Riesenrad                                 , Adventmarkt Favoriten                              ,4622,3982,67,,
Prater / Riesenrad                                 , Winterzauber im Böhmischen Prater                  ,7018,6042,101,,
Prater / Riesenrad                                 , Adventmarkt Meidling                               ,4622,3982,67,,
Prater / Riesenrad                                 , Ottakringer Weihnachtszauber                       ,7708,6603,111,,
Prater / Riesenrad                                 , Adventmarkt im Schloss Neugebäude                  ,8343,6884,115,,
Mittelalterlicher Adventmarkt                      , MQ                                                 ,1928,1627,28,,
Mittelalterlicher Adventmarkt                      , Altes AKH                                          ,3741,3154,53,,
Mittelalterlicher Adventmarkt                      , Am Hof                                             ,2954,2462,42,,
Mittelalterlicher Adventmarkt                      , Spittelberg                                        ,2146,1813,31,,
Mittelalterlicher Adventmarkt                      , Stephansplatz                                      ,2786,2296,39,,
Mittelalterlicher Adventmarkt                      , Opera                                              ,4653,3937,66,,
Mittelalterlicher Adventmarkt                      , Türkenschanzpark                                   ,6638,5725,96,,
Mittelalterlicher Adventmarkt                      , Maria-Theresien-Platz                              ,2144,1821,31,,
Mittelalterlicher Adventmarkt                      , Blumengärten Hirschstetten                         ,12673,10592,177,,
Mittelalterlicher Adventmarkt                      , Palais Liechtenstein                               ,4424,3680,62,,
Mittelalterlicher Adventmarkt                      , Belvedere                                          ,1929,1655,28,,
Mittelalterlicher Adventmarkt                      , Karlsplatz                                         ,1741,1417,24,,
Mittelalterlicher Adventmarkt                      , Messe                                              ,5899,4925,83,,
Mittelalterlicher Adventmarkt                      , Altwiener Christkindlmarkt                         ,2993,2498,42,,
Mittelalterlicher Adventmarkt                      , Biobauern-Adventmarkt                              ,0,0,0,,
Mittelalterlicher Adventmarkt                      , Rathaus                                            ,3121,2613,44,,
Mittelalterlicher Adventmarkt                      , Schönbrunn                                         ,4936,4250,71,,
Mittelalterlicher Adventmarkt                      , Prater / Riesenrad                                 ,4633,3863,65,,
Mittelalterlicher Adventmarkt                      , Weihnachtsmarkt am Michaelerplatz                  ,2536,2127,36,,
Mittelalterlicher Adventmarkt                      , Schloss Wilhelminenberg                            ,7669,6954,116,,
Mittelalterlicher Adventmarkt                      , Advent in der Stallburg                            ,2422,2039,34,,
Mittelalterlicher Adventmarkt                      , Adventmarkt Mariahilf                              ,1559,1365,23,,
Mittelalterlicher Adventmarkt                      , IKEA Westbahnhof                                   ,2345,2054,35,,
Mittelalterlicher Adventmarkt                      , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),9385,7770,130,,
Mittelalterlicher Adventmarkt                      , Adventmark Verkehrsmuseum Remise                   ,4503,3712,62,,
Mittelalterlicher Adventmarkt                      , Weihnacht im Wald                                  ,1171,968,17,,
Mittelalterlicher Adventmarkt                      , Adventmarkt Favoriten                              ,0,0,0,,
Mittelalterlicher Adventmarkt                      , Winterzauber im Böhmischen Prater                  ,4563,3994,67,,
Mittelalterlicher Adventmarkt                      , Adventmarkt Meidling                               ,0,0,0,,
Mittelalterlicher Adventmarkt                      , Ottakringer Weihnachtszauber                       ,5648,4853,81,,
Mittelalterlicher Adventmarkt                      , Adventmarkt im Schloss Neugebäude                  ,8054,6624,111,,
Weihnachtsmarkt am Michaelerplatz                  , MQ                                                 ,1034,908,16,,
Weihnachtsmarkt am Michaelerplatz                  , Altes AKH                                          ,1599,1377,23,,
Weihnachtsmarkt am Michaelerplatz                  , Am Hof                                             ,445,356,6,,
Weihnachtsmarkt am Michaelerplatz                  , Spittelberg                                        ,1079,952,16,,
Weihnachtsmarkt am Michaelerplatz                  , Stephansplatz                                      ,679,539,9,,
Weihnachtsmarkt am Michaelerplatz                  , Opera                                              ,5507,4635,78,,
Weihnachtsmarkt am Michaelerplatz                  , Türkenschanzpark                                   ,4305,3790,64,,
Weihnachtsmarkt am Michaelerplatz                  , Maria-Theresien-Platz                              ,517,451,8,,
Weihnachtsmarkt am Michaelerplatz                  , Blumengärten Hirschstetten                         ,10742,8936,149,,
Weihnachtsmarkt am Michaelerplatz                  , Palais Liechtenstein                               ,1880,1546,26,,
Weihnachtsmarkt am Michaelerplatz                  , Belvedere                                          ,2401,2053,35,,
Weihnachtsmarkt am Michaelerplatz                  , Karlsplatz                                         ,1105,917,16,,
Weihnachtsmarkt am Michaelerplatz                  , Messe                                              ,3983,3296,55,,
Weihnachtsmarkt am Michaelerplatz                  , Altwiener Christkindlmarkt                         ,449,364,7,,
Weihnachtsmarkt am Michaelerplatz                  , Biobauern-Adventmarkt                              ,2536,2154,36,,
Weihnachtsmarkt am Michaelerplatz                  , Rathaus                                            ,1040,873,15,,
Weihnachtsmarkt am Michaelerplatz                  , Schönbrunn                                         ,6780,5777,97,,
Weihnachtsmarkt am Michaelerplatz                  , Prater / Riesenrad                                 ,2915,2399,40,,
Weihnachtsmarkt am Michaelerplatz                  , Mittelalterlicher Adventmarkt                      ,2536,2154,36,,
Weihnachtsmarkt am Michaelerplatz                  , Schloss Wilhelminenberg                            ,6716,6138,103,,
Weihnachtsmarkt am Michaelerplatz                  , Advent in der Stallburg                            ,114,97,2,,
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Mariahilf                              ,1669,1461,25,,
Weihnachtsmarkt am Michaelerplatz                  , IKEA Westbahnhof                                   ,3011,2604,44,,
Weihnachtsmarkt am Michaelerplatz                  , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),6851,5705,96,,
Weihnachtsmarkt am Michaelerplatz                  , Adventmark Verkehrsmuseum Remise                   ,3777,3102,52,,
Weihnachtsmarkt am Michaelerplatz                  , Weihnacht im Wald                                  ,2970,2491,42,,
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Favoriten                              ,2536,2154,36,,
Weihnachtsmarkt am Michaelerplatz                  , Winterzauber im Böhmischen Prater                  ,5921,5070,85,,
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt Meidling                               ,2536,2154,36,,
Weihnachtsmarkt am Michaelerplatz                  , Ottakringer Weihnachtszauber                       ,4793,4141,70,,
Weihnachtsmarkt am Michaelerplatz                  , Adventmarkt im Schloss Neugebäude                  ,8316,6839,114,,
Schloss Wilhelminenberg                            , MQ                                                 ,6076,4859,81,,
Schloss Wilhelminenberg                            , Altes AKH                                          ,5271,4176,70,,
Schloss Wilhelminenberg                            , Am Hof                                             ,6777,5420,91,,
Schloss Wilhelminenberg                            , Spittelberg                                        ,6101,4885,82,,
Schloss Wilhelminenberg                            , Stephansplatz                                      ,7277,5814,97,,
Schloss Wilhelminenberg                            , Opera                                              ,5134,4073,68,,
Schloss Wilhelminenberg                            , Türkenschanzpark                                   ,5175,4198,70,,
Schloss Wilhelminenberg                            , Maria-Theresien-Platz                              ,6153,4901,82,,
Schloss Wilhelminenberg                            , Blumengärten Hirschstetten                         ,16882,13878,232,,
Schloss Wilhelminenberg                            , Palais Liechtenstein                               ,6175,4932,83,,
Schloss Wilhelminenberg                            , Belvedere                                          ,8622,6992,117,,
Schloss Wilhelminenberg                            , Karlsplatz                                         ,7290,5813,97,,
Schloss Wilhelminenberg                            , Messe                                              ,10173,8281,139,,
Schloss Wilhelminenberg                            , Altwiener Christkindlmarkt                         ,6496,5186,87,,
Schloss Wilhelminenberg                            , Biobauern-Adventmarkt                              ,7669,6172,103,,
Schloss Wilhelminenberg                            , Rathaus                                            ,5995,4780,80,,
Schloss Wilhelminenberg                            , Schönbrunn                                         ,6551,5232,88,,
Schloss Wilhelminenberg                            , Prater / Riesenrad                                 ,9149,7408,124,,
Schloss Wilhelminenberg                            , Mittelalterlicher Adventmarkt                      ,7669,6172,103,,
Schloss Wilhelminenberg                            , Weihnachtsmarkt am Michaelerplatz                  ,6716,5347,90,,
Schloss Wilhelminenberg                            , Advent in der Stallburg                            ,6831,5443,91,,
Schloss Wilhelminenberg                            , Adventmarkt Mariahilf                              ,6355,5098,85,,
Schloss Wilhelminenberg                            , IKEA Westbahnhof                                   ,6083,4932,83,,
Schloss Wilhelminenberg                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),11385,9226,154,,
Schloss Wilhelminenberg                            , Adventmark Verkehrsmuseum Remise                   ,10398,8350,140,,
Schloss Wilhelminenberg                            , Weihnacht im Wald                                  ,6988,5583,94,,
Schloss Wilhelminenberg                            , Adventmarkt Favoriten                              ,7669,6172,103,,
Schloss Wilhelminenberg                            , Winterzauber im Böhmischen Prater                  ,12056,9908,166,,
Schloss Wilhelminenberg                            , Adventmarkt Meidling                               ,7669,6172,103,,
Schloss Wilhelminenberg                            , Ottakringer Weihnachtszauber                       ,2020,1576,27,,
Schloss Wilhelminenberg                            , Adventmarkt im Schloss Neugebäude                  ,14661,11878,198,,
Advent in der Stallburg                            , MQ                                                 ,1063,929,16,,
Advent in der Stallburg                            , Altes AKH                                          ,1722,1474,25,,
Advent in der Stallburg                            , Am Hof                                             ,533,424,8,,
Advent in der Stallburg                            , Spittelberg                                        ,1119,981,17,,
Advent in der Stallburg                            , Stephansplatz                                      ,709,560,10,,
Advent in der Stallburg                            , Opera                                              ,5536,4656,78,,
Advent in der Stallburg                            , Türkenschanzpark                                   ,4427,3886,65,,
Advent in der Stallburg                            , Maria-Theresien-Platz                              ,546,472,8,,
Advent in der Stallburg                            , Blumengärten Hirschstetten                         ,10846,9024,151,,
Advent in der Stallburg                            , Palais Liechtenstein                               ,2003,1643,28,,
Advent in der Stallburg                            , Belvedere                                          ,2287,1959,33,,
Advent in der Stallburg                            , Karlsplatz                                         ,991,822,14,,
Advent in der Stallburg                            , Messe                                              ,4094,3405,57,,
Advent in der Stallburg                            , Altwiener Christkindlmarkt                         ,572,460,8,,
Advent in der Stallburg                            , Biobauern-Adventmarkt                              ,2422,2060,35,,
Advent in der Stallburg                            , Rathaus                                            ,1155,962,17,,
Advent in der Stallburg                            , Schönbrunn                                         ,6809,5798,97,,
Advent in der Stallburg                            , Prater / Riesenrad                                 ,2945,2420,41,,
Advent in der Stallburg                            , Mittelalterlicher Adventmarkt                      ,2422,2060,35,,
Advent in der Stallburg                            , Weihnachtsmarkt am Michaelerplatz                  ,114,90,2,,
Advent in der Stallburg                            , Schloss Wilhelminenberg                            ,6831,6228,104,,
Advent in der Stallburg                            , Adventmarkt Mariahilf                              ,1698,1482,25,,
Advent in der Stallburg                            , IKEA Westbahnhof                                   ,3040,2625,44,,
Advent in der Stallburg                            , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),6974,5801,97,,
Advent in der Stallburg                            , Adventmark Verkehrsmuseum Remise                   ,3829,3137,53,,
Advent in der Stallburg                            , Weihnacht im Wald                                  ,2971,2511,42,,
Advent in der Stallburg                            , Adventmarkt Favoriten                              ,2422,2060,35,,
Advent in der Stallburg                            , Winterzauber im Böhmischen Prater                  ,5807,4975,83,,
Advent in der Stallburg                            , Adventmarkt Meidling                               ,2422,2060,35,,
Advent in der Stallburg                            , Ottakringer Weihnachtszauber                       ,4914,4243,71,,
Advent in der Stallburg                            , Adventmarkt im Schloss Neugebäude                  ,8202,6745,113,,
Adventmarkt Mariahilf                              , MQ                                                 ,635,476,8,,
Adventmarkt Mariahilf                              , Altes AKH                                          ,2313,1885,32,,
Adventmarkt Mariahilf                              , Am Hof                                             ,2103,1666,28,,
Adventmarkt Mariahilf                              , Spittelberg                                        ,831,649,11,,
Adventmarkt Mariahilf                              , Stephansplatz                                      ,2291,1815,31,,
Adventmarkt Mariahilf                              , Opera                                              ,3838,3174,53,,
Adventmarkt Mariahilf                              , Türkenschanzpark                                   ,5367,4583,77,,
Adventmarkt Mariahilf                              , Maria-Theresien-Platz                              ,889,696,12,,
Adventmarkt Mariahilf                              , Blumengärten Hirschstetten                         ,12468,10337,173,,
Adventmarkt Mariahilf                              , Palais Liechtenstein                               ,3292,2648,45,,
Adventmarkt Mariahilf                              , Belvedere                                          ,2926,2424,41,,
Adventmarkt Mariahilf                              , Karlsplatz                                         ,1624,1343,23,,
Adventmarkt Mariahilf                              , Messe                                              ,5694,4670,78,,
Adventmarkt Mariahilf                              , Altwiener Christkindlmarkt                         ,2110,1672,28,,
Adventmarkt Mariahilf                              , Biobauern-Adventmarkt                              ,1559,1278,22,,
Adventmarkt Mariahilf                              , Rathaus                                            ,1755,1410,24,,
Adventmarkt Mariahilf                              , Schönbrunn                                         ,5112,4316,72,,
Adventmarkt Mariahilf                              , Prater / Riesenrad                                 ,4536,3682,62,,
Adventmarkt Mariahilf                              , Mittelalterlicher Adventmarkt                      ,1559,1278,22,,
Adventmarkt Mariahilf                              , Weihnachtsmarkt am Michaelerplatz                  ,1669,1318,22,,
Adventmarkt Mariahilf                              , Schloss Wilhelminenberg                            ,6355,5776,97,,
Adventmarkt Mariahilf                              , Advent in der Stallburg                            ,1698,1347,23,,
Adventmarkt Mariahilf                              , IKEA Westbahnhof                                   ,1342,1143,20,,
Adventmarkt Mariahilf                              , Christkindlmarkt Floridsdorf (am Franz-Jonas-Platz),8316,6856,115,,
Adventmarkt Mariahilf                              , Adventmark Verkehrsmuseum Remise                   ,4750,3893,65,,
Adventmarkt Mariahilf                              , Weihnacht im Wald                                  ,1481,1173,20,,
Adventmarkt Mariahilf                              , Adventmarkt Favoriten                              ,1559,1278,22,,
Adventmarkt Mariahilf                              , Winterzauber im Böhmischen Prater                  ,5894,5101,86,,
Adventmarkt Mariahilf                              , Adventmarkt Meidling                               ,1559,1278,22,,
Adventmarkt Mariahilf                              , Ottakringer Weihnachtszauber                       ,4335,3674,62,,
Adventmarkt Mariahilf                              , Adventmarkt im Schloss Neugebäude                  ,9006,7333,123,,
IKEA Westbahnhof                                   , MQ                                                 ,1977,1587,27,,
IKEA Westbahnhof                                   , Altes AKH                                          ,3231,2670,45,,
IKEA Westbahnhof                                   , Am Hof                                             ,3445,2777,47,,
IKEA Westbahnhof                                   , Spittelberg                                        ,2173,1761,30,,
IKEA Westbahnhof                                   , Stephansplatz                                      ,3633,2926,49,,
IKEA Westbahnhof                                   , Opera                                              ,2697,2202,37,,
IKEA Westbahnhof                                   , Türkenschanzpark                                   ,5434,4672,78,,
IKEA Westbahnhof                                   , Maria-Theresien-Platz                              ,2231,1808,31,,
IKEA Westbahnhof                                   , Blumengärten Hirschstetten                         ,13811,11448,191,,
IKEA Westbahnhof                                   , Palais Liechtenstein                               ,4416,3627,61,,
IKEA Westbahnhof                                   , Belvedere                                          ,4191,3472,58,,
IKEA Westbahnhof                                   , Karlsplatz                                         ,2966,2454,41,,
IKEA Westbahnhof                                   , Messe                                              ,7037,5781,97,,
IKEA Westbahnhof                                   , Altwiener Christkindlmarkt                         ,3452,2787,47,,
IKEA Westbahnhof                                   , Biobauern-Adventmarkt                              ,2345,1923,33,,
